County,Crime Rate per 100k,Murder,Rape,Robbery,Assault,Burglary,Larceny,MV Theft,Arson,Population
"Green Lake County, WI",58.01993776,0,3,1,7,50,270,11,2,18959
"Juab County, UT",57.98221879,0,2,0,4,31,141,10,0,10348
"Floyd County, VA",57.95981453,0,2,0,7,29,107,7,2,15528
"Somervell County, TX",57.75005775,0,0,0,5,48,58,2,1,8658
"Sussex County, NJ",57.53739931,5,9,22,48,416,1356,35,3,145992
"Sagadahoc County, ME",57.12164053,0,6,6,8,142,613,15,5,35013
"Hancock County, MS",57.06008866,4,4,11,7,77,290,17,3,45566
"Hardin County, OH",56.88821466,0,4,6,8,268,550,11,5,31641
"Columbia County, GA",56.861818400000004,1,12,22,42,451,2035,110,11,135416
"Lawrence County, KY",56.76084763,0,1,0,6,56,70,12,1,15856
"Spencer County, KY",56.69898509,0,4,2,4,53,87,7,1,17637
"Russell County, KY",56.33168094,0,2,3,5,49,96,12,1,17752
"Powell County, KY",56.02689291,0,1,1,4,85,84,8,0,12494
"Harney County, OR",55.97537084,1,0,0,3,48,126,5,2,7146
"Bedford County, VA",55.85392052,1,8,2,28,231,515,41,2,69825
"Sarpy County, NE",55.51257596,1,37,22,34,331,2046,210,12,169331
"Harrison County, IA",55.43621371,0,0,0,8,33,115,15,1,14431
"Copiah County, MS",55.32312161,1,0,1,14,50,66,6,2,28921
"Tillamook County, OR",55.29881108,0,5,2,7,137,382,17,5,25317
"Lafayette County, AR",55.15719801,0,1,0,3,30,32,0,1,7252
"Anderson County, KY",55.01811013,0,3,3,6,57,97,13,1,21811
"Jackson County, WV",54.83583522,0,1,2,13,49,179,16,1,29178
"DeKalb County, MO",54.51713396,0,0,0,7,25,45,11,0,12840
"Grant Parish, LA",54.47117567,0,1,0,11,77,176,6,1,22030
"Coshocton County, OH",54.40696409,0,0,5,15,301,611,11,3,36760
"Ransom County, ND",54.38723713,1,0,0,2,21,35,6,0,5516
"Tippah County, MS",54.33798225,0,0,1,11,53,46,5,0,22084
"Dearborn County, IN",54.10387945,2,2,6,17,64,502,8,0,49904
"Hancock County, IA",54.08328826,0,0,0,6,17,15,0,0,11094
"Chaffee County, CO",54.02485143,0,2,0,8,48,221,4,1,18510
"Crittenden County, KY",54.02485143,0,1,1,3,27,73,5,0,9255
"Ozaukee County, WI",53.989477799999996,0,1,6,40,165,727,14,1,87054
"Waldo County, ME",53.92912173,1,4,2,14,231,444,27,6,38940
"Oliver County, ND",53.36179296,0,0,0,1,0,1,1,0,1874
"Powhatan County, VA",53.08043455,0,1,2,12,67,164,8,1,28259
"Edwards County, TX",53.07855626,0,0,0,1,6,18,2,0,1884
"McCook County, SD",53.05978069,0,1,0,2,11,25,3,0,5654
"Taylor County, WV",53.02539327,0,0,2,7,14,28,4,0,16973
"Marinette County, WI",52.87190579,1,8,10,3,462,568,49,8,41610
"Fillmore County, MN",52.79577634,0,3,1,7,42,72,7,1,20835
"Lamar County, MS",52.72019183,1,6,11,14,461,544,24,1,58801
"Knox County, IN",52.69536808,0,5,7,9,217,676,62,1,37954
"Pearl River County, MS",52.65833818,0,3,9,17,141,346,23,4,55072
"Grant County, KY",52.5188866,0,2,4,7,95,160,16,1,24753
"Clinton County, OH",52.44963643,0,7,4,11,133,764,15,2,41945
"Cache County, UT",52.17733451,0,19,4,38,374,1497,68,7,116909
"Plymouth County, IA",52.0895941,2,3,0,8,52,173,13,4,24957
"Cass County, IN",51.99802408,0,7,5,8,224,986,56,2,38463
"Paulding County, OH",51.93725979,0,3,1,6,63,120,0,1,19254
"Greene County, IN",51.85930875,2,5,0,10,45,334,18,0,32781
"Sullivan County, IN",51.83056118,3,1,0,7,64,252,17,0,21223
"George County, MS",51.815708799999996,2,1,1,8,41,106,4,0,23159
"Deuel County, NE",51.62622612,0,0,0,1,5,21,0,0,1937
"Mercer County, OH",51.4907807,1,9,1,10,133,548,11,8,40784
"Gilliam County, OR",51.36106831,0,0,0,1,5,9,2,1,1947
"Armstrong County, TX",51.30836326,0,0,0,1,14,11,3,0,1949
"Leake County, MS",51.30616957,0,0,3,9,17,30,1,0,23389
"Lewis County, ID",51.25576627,0,0,0,2,11,16,5,0,3902
"Stewart County, GA",51.12474438,0,0,1,2,16,4,0,0,5868
"Steele County, ND",51.02040816,0,1,0,0,5,1,1,0,1960
"Lake of the Woods County, MN",50.903537799999995,0,1,0,1,7,8,0,1,3929
"Gosper County, NE",50.70993915,0,1,0,0,5,25,1,1,1972
"Benton County, IA",50.5856259,0,4,0,9,156,108,11,2,25699
"Washington County, KY",50.52631579,0,1,1,3,39,21,6,1,11875
"Broomfield County, CO",50.44475459,1,7,6,16,90,1081,47,6,59471
"York County, NE",50.42137866,0,2,4,1,47,209,9,1,13883
"Larue County, KY",49.77246871,0,1,1,4,37,29,9,0,14064
"Isanti County, MN",49.73301225,0,9,0,10,90,472,29,0,38204
"Pittsylvania County, VA",49.65879601,2,6,8,15,209,383,51,6,62426
"Vernon County, WI",49.45761482,0,5,0,10,59,200,10,1,30329
"Dolores County, CO",49.28536225,0,0,0,1,15,11,0,0,2029
"Lincoln County, KY",49.24086992,1,2,4,5,55,101,19,1,24370
"Richardson County, NE",49.23076923,0,0,0,4,9,36,1,0,8125
"Knox County, MO",49.17629702,0,0,0,2,15,24,0,2,4067
"Tuscarawas County, OH",48.55835635,1,8,10,25,275,685,48,5,92672
"Dawson County, GA",48.48805431,0,0,2,9,69,281,24,3,22686
"Keokuk County, IA",48.40739665,0,0,0,5,7,7,0,2,10329
"Muhlenberg County, KY",48.10930434,0,5,1,9,53,125,22,3,31179
"Oldham County, KY",48.10467577,1,8,6,16,235,392,26,7,62364
"LaMoure County, ND",48.00768123,0,0,1,1,2,6,3,0,4166
"Williams County, OH",48.0,0,7,1,10,139,432,28,5,37500
"Carter County, KY",47.79060363,0,2,3,8,78,105,13,1,27202
"Warren County, IN",47.53416518,0,0,0,4,0,1,0,0,8415
"Bracken County, KY",47.52851711,0,2,0,2,59,88,4,1,8416
"Belmont County, OH",47.43355709,0,5,3,25,248,580,42,3,69571
"Crawford County, IN",47.07654646,0,0,0,5,107,11,5,0,10621
"Carroll County, IL",46.94835681,0,1,0,6,45,173,2,1,14910
"Seward County, NE",46.81373983,0,4,0,4,25,110,10,0,17089
"Jefferson County, OK",46.64179104,0,0,0,3,17,25,9,0,6432
"Amherst County, VA",46.61570017,0,7,1,7,131,391,18,2,32178
"Greenup County, KY",46.55111038,0,4,4,8,104,154,13,3,36519
"Lake County, MN",46.39510068,0,0,0,5,20,35,3,0,10777
"Elbert County, CO",46.34896558,0,1,1,9,39,66,3,0,23733
"Magoffin County, KY",46.33204633,1,1,0,3,20,19,3,0,12950
"Menominee County, WI",46.32846884,0,0,0,2,31,25,3,0,4317
"Marion County, GA",46.2962963,0,0,0,4,18,56,2,0,8640
"Llano County, TX",46.28677227,0,1,0,8,134,253,11,11,19444
"Perry County, IN",46.01697515,2,2,0,6,35,132,8,6,19558
"Cedar County, NE",45.91895305,0,0,0,4,1,33,0,0,8711
"Morgan County, IN",45.85709782,1,5,4,22,175,1099,86,3,69782
"Kingfisher County, OK",45.82351401,0,1,0,6,33,131,9,1,15276
"Platte County, WY",45.63605248,0,1,0,3,23,61,5,0,8765
"Jefferson County, OH",45.61238303,0,3,5,23,91,212,10,2,67964
"Stanton County, KS",45.57885141,0,0,0,1,1,1,0,0,2194
"Trimble County, KY",45.37205082,0,1,0,3,6,10,1,0,8816
"Putnam County, IN",45.32728969,2,5,0,10,98,111,16,0,37505
"Shelby County, IL",45.21000045,0,0,0,10,46,98,9,1,22119
"Highland County, VA",45.14672686,0,0,0,1,3,2,0,0,2215
"Pierce County, ND",44.93372276,0,0,0,2,15,57,4,0,4451
"Jasper County, IN",44.92497529,1,2,0,12,47,228,4,0,33389
"Monroe County, IL",44.78547756,0,8,0,7,48,203,2,0,33493
"Shelby County, IN",44.71372041,0,2,2,16,138,951,53,2,44729
"Kittson County, MN",44.41483455,0,1,0,1,6,15,1,0,4503
"Grant County, OK",44.16961131,0,0,0,2,22,28,4,0,4528
"Putnam County, OH",44.00375499,1,6,2,6,41,125,12,0,34088
"Culberson County, TX",43.91743522,0,0,1,0,4,3,0,0,2277
"Ogle County, IL",43.9056982,1,1,1,20,106,317,6,3,52385
"Kewaunee County, WI",43.89173372,1,3,0,5,30,222,9,1,20505
"Steuben County, IN",43.65795448,2,4,6,3,174,816,21,4,34358
"Benson County, ND",43.62367311,0,3,0,0,5,13,5,0,6877
"Lewis County, KY",43.45936549,0,2,0,3,43,36,3,1,13806
"Burke County, ND",43.36513443,0,0,0,1,6,15,5,0,2306
"Bath County, VA",43.32755633,1,0,1,0,7,19,0,1,4616
"Le Sueur County, MN",43.14994606,0,1,2,9,57,228,13,0,27810
"Hart County, KY",43.07327841,0,2,0,6,28,28,6,1,18573
"Spencer County, IN",42.97173415,5,5,0,0,2,11,0,0,20944
"Grand Isle County, VT",42.93688278,0,0,0,3,32,41,3,0,6987
"Miner County, SD",42.86326618,0,0,1,0,6,2,0,0,2333
"Henry County, IN",42.81869342,2,8,7,4,469,1344,74,1,49044
"Woodruff County, AR",42.42081448,0,1,1,0,8,61,1,2,7072
"McLean County, KY",42.12299916,0,1,0,3,21,19,2,0,9496
"Whitley County, IN",42.04961855,0,2,1,11,27,163,11,0,33294
"Hutchinson County, SD",41.98740378,0,0,0,3,8,8,3,0,7145
"Wabasha County, MN",41.97173903,0,2,1,6,39,146,9,2,21443
"Faulk County, SD",41.91114837,0,0,0,1,0,2,0,0,2386
"Evangeline Parish, LA",41.69396629,0,4,5,5,96,384,1,0,33578
"Wasatch County, UT",41.60835193,0,1,0,10,36,176,7,0,26437
"Eddy County, ND",41.59733777,0,0,0,1,3,15,0,0,2404
"Lake County, SD",41.47656574,1,2,0,2,15,72,5,0,12055
"Floyd County, KY",41.31377815,1,3,4,8,61,135,16,1,38728
"Dickinson County, IA",41.28575641,0,0,0,7,29,122,3,0,16955
"Putnam County, NY",41.14606854,0,7,8,26,187,604,33,0,99645
"Marion County, KS",40.91987888,0,0,0,5,35,56,8,0,12219
"Morrill County, NE",40.74979625,0,0,0,2,6,47,3,0,4908
"Tensas Parish, LA",40.74979625,0,0,0,2,7,16,1,0,4908
"Wood County, WI",40.56301464,1,7,10,12,269,1335,44,0,73959
"Union County, SD",40.46125835,0,0,0,6,18,87,5,0,14829
"Washington County, ID",40.22526146,0,0,0,4,19,27,4,0,9944
"Crawford County, IA",40.15142824,0,0,0,7,10,37,3,0,17434
"Wyandot County, OH",40.09444469,0,3,1,5,29,127,3,0,22447
"Carlisle County, KY",39.9920016,0,0,0,1,20,28,2,0,5001
"Kiowa County, KS",39.63535474,0,0,0,1,15,15,4,0,2523
"Pleasants County, WV",39.59350666,0,0,0,3,386,16,1,0,7577
"Renville County, MN",39.56217856,0,2,0,4,31,85,4,1,15166
"Allen County, KY",39.387524,0,3,3,3,75,77,12,1,20311
"Seneca County, OH",39.34613871,0,4,6,12,207,330,11,2,55914
"Elliott County, KY",39.28244075,0,1,0,2,8,6,1,0,7637
"Posey County, IN",39.23722828,0,1,3,6,107,299,23,2,25486
"Auglaize County, OH",39.19860627,0,1,3,15,90,324,10,0,45920
"Kemper County, MS",38.85758694,0,1,0,3,28,13,4,0,10294
"Madison County, IA",38.83997929,0,1,0,5,45,85,5,0,15448
"Carroll County, IA",38.83872221,0,1,1,6,24,99,7,0,20598
"Cook County, MN",38.46153846,0,0,0,2,17,152,4,0,5200
"Renville County, ND",38.34355828,0,0,0,1,2,18,0,0,2608
"Dickinson County, MI",38.31711242,0,8,0,2,12,51,3,1,26098
"Clay County, TX",38.19344982,1,0,2,1,61,17,5,0,10473
"Buchanan County, IA",38.13882532,0,0,1,7,17,106,8,1,20976
"Jim Hogg County, TX",38.13155386,1,0,0,1,2,4,0,0,5245
"Lincoln County, NV",38.13155386,0,0,0,2,17,49,5,0,5245
"Letcher County, KY",38.10491553,1,3,1,4,62,60,7,1,23619
"Otoe County, NE",38.09040122,0,2,1,3,42,206,15,2,15752
"Pike County, KY",37.86683496,2,7,5,11,101,472,19,4,63380
"Monroe County, KY",37.449677,0,1,0,3,8,8,1,0,10681
"Mitchell County, IA",37.3517602,0,1,0,3,27,65,2,1,10709
"Clay County, IL",36.856848,0,2,0,3,38,200,3,1,13566
"Columbiana County, OH",36.82962991,2,8,7,22,296,810,35,3,105893
"Webster County, GA",36.77822729,0,0,0,1,23,16,3,0,2719
"Hunterdon County, NJ",36.43564356,3,2,5,36,265,804,31,5,126250
"Wayne County, UT",36.40334911,0,0,0,1,3,12,0,1,2747
"Clay County, IA",36.38348189999999,1,1,0,4,106,156,12,0,16491
"Conejos County, CO",36.24501631,0,0,0,3,23,20,7,3,8277
"Geauga County, OH",36.18099008,3,5,5,21,117,353,13,2,93972
"Butler County, NE",36.09239654,0,0,1,1,4,41,4,0,8312
"Rockcastle County, KY",35.94320973,0,1,2,2,93,55,7,2,16693
"Dewey County, SD",35.8037952,0,0,0,2,4,1,0,2,5586
"Lafayette County, WI",35.7867112,0,1,2,3,33,156,14,1,16766
"Tolland County, CT",35.67252621,0,12,8,34,164,559,51,6,151377
"Washington County, KS",35.53028957,0,1,0,1,3,5,1,0,5629
"Lyon County, KY",35.49875754,0,1,0,2,18,67,3,0,8451
"Ziebach County, SD",35.2858151,0,0,0,1,3,2,1,2,2834
"Grand County, CO",34.99195185,0,1,1,3,6,39,0,0,14289
"Franklin County, IN",34.85686898,0,1,1,6,100,115,8,0,22951
"Boone County, IN",34.72394464,0,5,5,10,131,635,5,1,60477
"Washington County, NE",34.61405331,0,2,2,3,20,93,13,0,20223
"Hancock County, KY",34.53436169,0,1,0,2,11,18,2,0,8687
"Putnam County, IL",34.47681434,0,2,0,0,11,45,4,1,5801
"Fleming County, KY",34.46374414,0,1,0,3,31,56,7,3,14508
"Stevens County, KS",34.38789546,0,0,0,2,1,11,1,0,5816
"Taylor County, WI",33.9640951,0,5,0,2,55,159,9,0,20610
"Jones County, IA",33.96244724,0,0,0,7,39,85,6,0,20611
"Edwards County, KS",33.95585739,0,0,0,1,12,19,0,0,2945
"McHenry County, ND",33.7723742,0,0,0,2,11,27,6,0,5922
"Hamilton County, IN",33.70487339,0,13,31,56,422,2420,144,10,296693
"Humphreys County, MS",33.62474781,0,0,0,3,0,11,0,0,8922
"Saunders County, NE",33.44641407,0,1,1,5,36,164,8,1,20929
"Montgomery County, GA",33.25573661,0,2,0,1,4,9,1,0,9021
"Uinta County, WY",33.22889965,0,3,0,4,37,333,12,0,21066
"Appomattox County, VA",32.77613897,0,0,1,4,34,94,5,0,15255
"Vilas County, WI",32.75926619,0,1,1,5,62,170,8,0,21368
"Upshur County, WV",32.43462396,1,0,1,6,87,297,8,0,24665
"Franklin County, NE",32.41491086,1,0,0,0,6,11,0,0,3085
"Wayne County, NE",31.87759005,0,0,0,3,5,16,2,1,9411
"Marshall County, MN",31.83023873,0,2,0,1,3,7,1,0,9425
"Salem city, VA",31.62180323,0,0,5,3,75,480,27,0,25299
"Ottawa County, OH",31.58943455,0,1,5,7,152,502,14,1,41153
"Howard County, IA",31.49275667,0,1,0,2,38,50,5,3,9526
"Schleicher County, TX",31.19151591,0,0,0,1,9,6,0,0,3206
"Humboldt County, IA",30.96614368,0,0,1,2,25,49,11,0,9688
"Huron County, OH",30.56598006,0,3,6,9,190,494,32,1,58889
"Perry County, OH",30.55810206,0,2,2,8,48,218,4,2,35997
"Brookings County, SD",30.33244358,0,0,0,10,11,134,3,2,32968
"Calhoun County, IA",30.22365505,0,0,0,3,6,11,1,0,9926
"Webster County, KY",29.73535534,0,1,0,3,23,25,3,0,13452
"Upton County, TX",29.65599051,0,0,0,1,6,10,1,0,3372
"Cameron Parish, LA",29.65599051,0,1,0,1,26,90,0,0,6744
"Shackelford County, TX",29.62962963,1,0,0,0,8,19,4,1,3375
"Jones County, NC",29.36857562,0,0,1,2,4,9,0,0,10215
"Wallowa County, OR",29.35133549,2,0,0,0,14,37,0,1,6814
"Holt County, NE",28.71088142,0,0,0,3,10,34,0,0,10449
"Bond County, IL",28.62049227,0,0,2,3,59,162,9,1,17470
"Winneshiek County, IA",28.57959417,0,3,0,3,9,90,1,0,20994
"Switzerland County, IN",28.50085503,0,1,0,2,2,4,0,0,10526
"Lac qui Parle County, MN",28.46164793,0,1,0,1,13,40,3,0,7027
"Randolph County, AR",28.26136107,0,0,0,5,40,21,1,2,17692
"Richland County, WI",28.22148219,0,0,0,5,12,66,0,0,17717
"Pierce County, NE",27.97202797,0,0,0,2,6,28,0,1,7150
"Reagan County, TX",27.77006387,0,0,0,1,9,9,1,0,3601
"Estill County, KY",27.60905577,0,1,1,1,42,47,12,0,14488
"Wolfe County, KY",27.59381898,0,1,0,1,20,19,3,0,7248
"Monroe County, OH",27.42543709,0,2,0,2,42,57,0,1,14585
"Webster County, NE",27.11496746,0,0,0,1,9,22,3,0,3688
"Mercer County, MO",27.06359946,0,0,0,1,7,12,1,0,3695
"Smith County, KS",26.98327037,0,0,1,0,2,4,0,0,3706
"Adams County, ID",26.12330199,0,0,0,1,3,13,0,0,3828
"Henry County, KY",25.89834898,0,1,0,2,24,47,2,0,15445
"Lafayette County, MS",25.332242100000002,0,2,5,6,81,394,14,0,51318
"Wells County, IN",25.16718199,0,2,0,5,118,461,12,0,27814
"Pike County, IL",24.76780186,0,3,1,0,15,44,2,0,16150
"Union County, OH",24.38749859,0,6,1,6,65,186,9,2,53306
"Traill County, ND",24.25712553,0,0,0,2,16,44,3,1,8245
"Mason County, TX",24.2248062,0,0,0,1,7,24,0,0,4128
"Corson County, SD",23.72479241,0,0,0,1,14,6,4,0,4215
"Fountain County, IN",23.69668246,1,0,0,3,12,33,1,1,16880
"Brown County, MN",23.68545713,0,2,0,4,68,181,4,0,25332
"Custer County, ID",23.5349494,0,1,0,0,9,19,1,1,4249
"Randolph County, IN",23.41280681,0,0,0,6,134,320,21,2,25627
"Mineral County, MT",23.39181287,0,0,0,1,1,4,0,0,4275
"Oneida County, ID",23.39181287,0,0,0,1,6,19,1,0,4275
"Adams County, IN",23.11203559,0,1,2,5,28,95,7,1,34614
"Leelanau County, MI",22.99167701,0,2,0,3,22,83,2,0,21747
"Phillips County, CO",22.95684114,0,0,0,1,5,9,1,0,4356
"Morgan County, KY",22.42152466,0,0,0,2,8,24,4,0,13380
"Jackson County, KY",22.34304014,0,1,0,1,29,28,7,0,13427
"Cuming County, NE",22.23210316,0,1,0,1,9,15,0,0,8996
"Ouray County, CO",21.94426158,0,0,0,1,4,24,0,0,4557
"Greene County, IA",21.88423241,0,0,0,2,4,21,2,0,9139
"Union County, MS",21.61850544,0,0,2,4,90,164,14,4,27754
"Pipestone County, MN",21.57497303,0,0,0,2,17,48,1,0,9270
"Owsley County, KY",21.486893,0,0,0,0,8,21,2,0,4654
"Oconto County, WI",21.43737607,0,0,3,5,249,502,34,10,37318
"Greene County, MS",21.06149958,0,0,0,3,10,11,6,0,14244
"Hamilton County, NY",20.95118374,0,0,0,1,31,44,4,0,4773
"Mills County, TX",20.37905034,0,0,0,1,14,28,1,1,4907
"East Feliciana Parish, LA",20.275750199999997,1,0,0,3,13,29,4,0,19728
"Metcalfe County, KY",20.0340579,0,1,0,1,32,37,7,0,9983
"Clinton County, KY",19.71220185,0,1,0,1,8,10,6,0,10146
"Morgan County, UT",19.65988401,0,1,0,1,7,36,2,1,10173
"Dickey County, ND",19.05487805,0,0,0,1,4,16,0,0,5248
"Owen County, IN",18.86703457,0,4,0,0,2,6,0,0,21201
"Knott County, KY",18.77816725,0,1,0,1,19,32,7,0,15976
"Owen County, KY",18.75820672,0,1,0,1,57,38,4,0,10662
"Holmes County, OH",18.35157021,0,4,2,2,71,270,15,1,43593
"Alleghany County, NC",18.28320687,0,1,0,1,5,31,5,0,10939
"Leslie County, KY",18.15046737,0,1,0,1,6,6,4,0,11019
"Brown County, OH",18.07337791,0,0,2,6,127,279,6,1,44264
"Perry County, MS",16.486687,0,0,1,1,7,17,1,0,12131
"Stanton County, NE",16.30523398,0,0,0,1,7,57,1,0,6133
"Cotton County, OK",16.25487646,0,0,0,1,8,21,1,0,6152
"Taylor County, IA",16.23113131,0,0,0,1,4,15,0,0,6161
"Menifee County, KY",15.90330789,0,1,0,1,11,25,5,0,6288
"Menard County, IL",15.86420243,0,1,0,1,25,54,1,0,12607
"Wayne County, IA",15.62011871,0,0,0,1,6,10,0,0,6402
"Buffalo County, WI",14.97342218,0,1,0,1,11,20,2,0,13357
"Bland County, VA",14.84780995,0,0,1,0,17,52,0,0,6735
"Breathitt County, KY",14.76559616,0,0,1,1,22,33,2,0,13545
"Lexington city, VA",13.94700139,0,0,0,1,37,53,0,0,7170
"Presidio County, TX",13.88696014,0,0,0,1,5,16,2,0,7201
"Grant County, OR",13.73060552,0,0,0,1,10,40,2,3,7283
"Rolette County, ND",13.71553971,0,0,0,2,15,17,8,0,14582
"Brown County, IN",13.31292019,1,1,0,0,38,43,5,1,15023
"Mitchell County, NC",13.048016699999998,0,0,2,0,8,57,6,0,15328
"Wabash County, IN",12.36170344,0,3,0,1,16,129,0,0,32358
"Decatur County, IA",12.29105211,0,0,0,1,0,2,0,0,8136
"Crawford County, WI",12.19735317,0,0,0,2,19,168,5,0,16397
"Knox County, NE",11.67542323,0,0,0,1,6,24,1,0,8565
"Richmond County, VA",11.16944041,0,0,0,1,9,41,15,1,8953
"Hickory County, MO",10.74691026,0,1,0,0,55,77,5,0,9305
"Hancock County, IL",10.74229241,0,1,0,1,57,175,5,0,18618
"Jefferson County, IN",9.242713661,0,0,0,3,1,18,0,0,32458
"Shelby County, IA",8.360504975,0,0,0,1,1,1,2,0,11961
"Bath County, KY",8.360504975,0,0,0,1,5,17,0,0,11961
"Boone County, IL",7.413310599,0,1,0,3,12,75,2,0,53957
"Newton County, TX",7.072135785,0,0,0,1,23,37,6,0,14140
"Baker County, OR",6.242976651,0,0,1,0,20,53,3,0,16018
"Jasper County, MS",6.071645416,0,0,0,1,3,6,2,0,16470
"Fayette County, IN",4.190939189,0,0,0,1,1,7,0,0,23861
"Haakon County, SD",0.0,0,0,0,0,0,0,0,0,1894
"Day County, SD",0.0,0,0,0,0,0,0,0,0,5596
"Yukon-Koyukuk Census Area, AK",0.0,0,0,0,0,0,0,0,0,5695
"Bowman County, ND",0.0,0,0,0,0,0,0,0,0,3214
"Grant County, NE",0.0,0,0,0,0,0,0,0,0,633
"Sibley County, MN",0.0,0,0,0,0,0,0,0,0,15072
"Boyd County, NE",0.0,0,0,0,0,0,0,0,0,2032
"Graham County, NC",0.0,0,0,0,0,0,0,0,0,8736
"Sioux County, ND",0.0,0,0,0,0,0,0,0,0,4430
"Robertson County, KY",0.0,0,0,0,0,0,0,0,0,2235
"Liberty County, MT",0.0,0,0,0,0,0,0,0,0,2369
"Quitman County, MS",0.0,0,0,0,0,0,0,0,0,7803
"Wade Hampton Census Area, AK",0.0,0,0,0,0,0,0,0,0,7977
"Hyde County, NC",0.0,0,0,0,0,0,0,0,0,5721
"Douglas County, SD",0.0,0,0,0,0,0,0,0,0,3023
"Thomas County, NE",0.0,0,0,0,0,0,0,0,0,699
"Valley County, NE",0.0,0,0,0,0,0,0,0,0,4193
"Petroleum County, MT",0.0,0,0,0,0,0,0,0,0,506
"Kingsbury County, SD",0.0,0,0,0,0,0,0,0,0,5065
"Hyde County, SD",0.0,0,0,0,0,0,0,0,0,1391
"Perry County, AL",0.0,0,0,0,0,0,0,0,0,10020
"Shannon County, SD",0.0,0,0,0,0,0,0,0,0,14118
"Jones County, SD",0.0,0,0,0,0,0,0,0,0,1001
"Grant County, SD",0.0,0,0,0,0,0,0,0,0,7281
"Yakutat City and Borough, AK",0.0,0,0,0,0,0,0,0,0,642
"Lyman County, SD",0.0,0,0,0,0,0,0,0,0,3892
"Sioux County, NE",0.0,0,0,0,0,0,0,0,0,1313
"Smith County, MS",0.0,0,0,0,0,0,0,0,0,16225
"Collingsworth County, TX",0.0,0,0,0,0,0,0,0,0,3099
"Aleutians East Borough, AK",0.0,0,0,0,0,0,0,0,0,3092
"Lake and Peninsula Borough, AK",0.0,0,0,0,0,0,0,0,0,1648
"Gregory County, SD",0.0,0,0,0,0,0,0,0,0,4242
"Clarke County, MS",0.0,0,0,0,0,0,0,0,0,16415
"Norman County, MN",0.0,0,0,0,0,0,0,0,0,6631
"Noble County, OH",0.0,0,0,0,0,0,0,0,0,14628
"Buffalo County, SD",0.0,0,0,0,0,0,0,0,0,2024
"Calhoun County, MS",0.0,0,0,0,0,0,0,0,0,14734
"Harlan County, NE",0.0,0,0,0,0,0,0,0,0,3513
"Greeley County, NE",0.0,0,0,0,0,0,0,0,0,2494
"Benton County, MS",0.0,0,0,0,0,0,0,0,0,8571
"Treasure County, MT",0.0,0,0,0,0,0,0,0,0,700
"Gates County, NC",0.0,0,0,0,0,0,0,0,0,11650
"Garfield County, NE",0.0,0,0,0,0,0,0,0,0,2035
"Mora County, NM",0.0,0,0,0,0,0,0,0,0,4704
"Loup County, NE",0.0,0,0,0,0,0,0,0,0,576
"Kalawao County, HI",0.0,0,0,0,0,0,0,0,0,90
"Garfield County, UT",0.0,0,0,0,0,0,0,0,0,5083
"Fremont County, IA",0.0,0,0,0,0,0,0,0,0,7080
"Jackson Parish, LA",0.0,0,0,0,0,0,0,0,0,16112
"Alcorn County, MS",0.0,0,0,0,0,0,0,0,0,37316
"Harding County, NM",0.0,0,0,0,0,0,0,0,0,693
"Frontier County, NE",0.0,0,0,0,0,0,0,0,0,2709
"Dundy County, NE",0.0,0,0,0,0,0,0,0,0,1981
"Arthur County, NE",0.0,0,0,0,0,0,0,0,0,458
"Blaine County, NE",0.0,0,0,0,0,0,0,0,0,482
"Colfax County, NE",0.0,0,0,0,0,0,0,0,0,10425
"Jewell County, KS",0.0,0,0,0,0,0,0,0,0,3046
"Carroll County, MS",0.0,0,0,0,0,0,0,0,0,10385
"Hayes County, NE",0.0,0,0,0,0,0,0,0,0,976
"Keya Paha County, NE",0.0,0,0,0,0,0,0,0,0,790
"Boone County, NE",0.0,0,0,0,0,0,0,0,0,5388
"Gallatin County, IL",0.0,0,0,0,0,0,0,0,0,5415
"Powder River County, MT",0.0,0,0,0,0,0,0,0,0,1748
"King County, TX",0.0,0,0,0,0,0,0,0,0,285
"Wayne County, MS",0.0,0,0,0,0,0,0,0,0,20539
"Sharkey County, MS",0.0,0,0,0,0,0,0,0,0,4708
"Wilkinson County, MS",0.0,0,0,0,0,0,0,0,0,9381
"Glascock County, GA",0.0,0,0,0,0,0,0,0,0,3102
"Logan County, NE",0.0,0,0,0,0,0,0,0,0,763
"Clay County, NE",0.0,0,0,0,0,0,0,0,0,6392
"Issaquena County, MS",0.0,0,0,0,0,0,0,0,0,1395
"Howard County, NE",0.0,0,0,0,0,0,0,0,0,6355
"Yalobusha County, MS",0.0,0,0,0,0,0,0,0,0,12373
